category_id,segment,category,commodity
3618,Live Plant And Animal Material And Accessories And Supplies,Seeds And Bulbs And Seedlings And Cuttings,Sweet Potato Seeds Or Seedlings
3619,Engineering And Research And Technology Based Services,Professional Engineering Services,Geotechnical Or Geoseismic Engineering
3620,Cleaning Equipment And Supplies,Cleaning And Janitorial Supplies,Automotive Cleaners
3621,Food Beverage And Tobacco Products,Fresh Fruits,Cameo Apples
3622,Medical Equipment And Accessories And Supplies,Physical And Occupational Therapy And Rehabilitation Products,Dressing Education Products
3623,Laboratory And Measuring And Observing And Testing Equipment,Laboratory And Scientific Equipment,Fume Hoods Or Cupboards
3624,Manufacturing Components And Supplies,Hardware,Anti Corrosion Anode
3625,Information Technology Broadcasting And Telecommunications,Communications Devices And Accessories,Special Purpose Telephones
3626,Mining And Well Drilling Machinery And Accessories,Oil And Gas Drilling And Exploration Equipment,Telemetry Systems
3627,Musical Instruments And Games And Toys And Arts And Crafts And Educational Equipment And Materials And Accessories And Supplies,Arts And Crafts Equipment And Accessories And Supplies,Plaster Wrap
3628,Domestic Appliances And Supplies And Consumer Electronic Products,Domestic Kitchenware And Kitchen Supplies,Domestic Forks
3629,Material Handling And Conditioning And Storage Machinery And Their Accessories And Supplies,Packing Supplies,Blister Packs
3630,Electrical Systems And Lighting And Components And Accessories And Supplies,Electrical Equipment And Components And Supplies,Semiconductor Fuse
3631,Published Products,Signage And Accessories,Sign Holders Or Stands
3632,Healthcare Services,Comprehensive Health Services,Psychiatric Hospital Services
3633,Industrial Production And Manufacturing Services,Manufacture Of Electrical Goods And Precision Instruments,Watches Or Clocks Manufacture Services
3634,Material Handling And Conditioning And Storage Machinery And Their Accessories And Supplies,Containers And Storage,Water Storage Tanks
3635,Electrical Systems And Lighting And Components And Accessories And Supplies,Electrical Equipment And Components And Supplies,Meter Centers Or Sockets
3636,Food Beverage And Tobacco Products,Beverages,Leaf Tea
3637,Office Equipment And Accessories And Supplies,Office Machines And Their Supplies And Accessories,Binding Spines Or Snaps
3638,Fuels And Fuel Additives And Lubricants And Anti Corrosive Materials,Lubricants And Oils And Greases And Anti Corrosives,Turbine Oil
3639,Information Technology Broadcasting And Telecommunications,Software,Materials Requirements Planning Logistics And Supply Chain Software
3640,Food Beverage And Tobacco Products,Prepared And Preserved Foods,Dried Shellfish And Fish Fillet
3641,Farming And Fishing And Forestry And Wildlife Contracting Services,Wildlife And Flora,Marine Ecosystem Management Services
3642,Public Utilities And Public Sector Related Services,Information Services,Online Database Information Retrieval Systems
3643,Distribution And Conditioning Systems And Equipment And Components,Heating And Ventilation And Air Circulation,Quartz Heater
3644,Tools And General Machinery,Hand Tools,Border Shear
3645,Manufacturing Components And Supplies,Hardware,Roofing Nails
3646,Electrical Systems And Lighting And Components And Accessories And Supplies,Electrical Equipment And Components And Supplies,Insulating Tube
3647,Manufacturing Components And Supplies,Hardware,Coupling Nuts
3648,Tools And General Machinery,Hand Tools,Disc Sander
3649,Information Technology Broadcasting And Telecommunications,Data Voice Or Multimedia Network Equipment Or Platforms And Accessories,Network Routers
3650,Tools And General Machinery,Hand Tools,Hair Scissors
3651,Medical Equipment And Accessories And Supplies,Medical Facility Products,Wheelchair Lift
3652,Mining And Well Drilling Machinery And Accessories,Oil And Gas Drilling And Exploration Equipment,Pipe Handling Equipment Parts And Accessories
3653,Industrial Manufacturing And Processing Machinery And Accessories,Industrial Process Machinery And Equipment And Supplies,Specialty Assembly
3654,Power Generation And Distribution Machinery And Accessories,Batteries And Generators And Kinetic Power Transmission,Diaphragm Clutch
3655,Chemicals Including Bio Chemicals And Gas Materials,Additives,Water Flood Additives
3656,Medical Equipment And Accessories And Supplies,Dental Equipment And Supplies,Dental Veneer
3657,Farming And Fishing And Forestry And Wildlife Contracting Services,Water Resources Development And Oversight,Water Resources Planning Services
3658,Mining And Well Drilling Machinery And Accessories,Well Drilling And Operation Equipment,Water Well Drilling Equipment
3659,Building And Construction Machinery And Accessories,Heavy Construction Machinery And Equipment,Skid Steer Loaders
3660,Food Beverage And Tobacco Products,Fresh Fruits,Royal Diamond Plums
3661,Service Industry Machinery And Equipment And Supplies,Vending Machines,Snack Or Small Package Goods Display Machines
3662,Tools And General Machinery,Hand Tools,Screwdriver Accessories And Supplies
3663,Distribution And Conditioning Systems And Equipment And Components,Fluid And Gas Distribution,Air Water Gas Multipurpose Hoses
3664,Information Technology Broadcasting And Telecommunications,Components For Information Technology Or Broadcasting Or Telecommunications,Computer Rack Component
3665,Education And Training Services,Vocational Training,Personnel Skills Training
3666,Electrical Systems And Lighting And Components And Accessories And Supplies,Electrical Equipment And Components And Supplies,Connecting Leads Or Wires
3667,Distribution And Conditioning Systems And Equipment And Components,Fluid And Gas Distribution,Nonlubricated Plug Valves
3668,Tools And General Machinery,Hand Tools,Miter Saw
3669,Engineering And Research And Technology Based Services,Earth Science Services,Mapping
3670,Public Utilities And Public Sector Related Services,Information Services,Remote Database Information Retrieval Services
3671,Medical Equipment And Accessories And Supplies,Patient Care And Treatment Products And Supplies,Transcutaneous Electric Nerve Stimulation Units
3672,Manufacturing Components And Supplies,Gaskets,Compressed Fiber Die Cut Gasket
3673,Chemicals Including Bio Chemicals And Gas Materials,Additives,Reforming Catalyst
3674,Medical Equipment And Accessories And Supplies,Clinical Nutrition,Tablet Crusher Dispensers Or Accessories
3675,Manufacturing Components And Supplies,Adhesives And Sealants,Nylon Tape
3676,Musical Instruments And Games And Toys And Arts And Crafts And Educational Equipment And Materials And Accessories And Supplies,Developmental And Professional Teaching Aids And Materials And Accessories And Supplies,Bacteria Testing Supplies
3677,Financial And Insurance Services,Accounting And Bookkeeping Services,Quarterly Reviews
3678,Laboratory And Measuring And Observing And Testing Equipment,Laboratory And Scientific Equipment,High Vacuum Equipment
3679,Laboratory And Measuring And Observing And Testing Equipment,Laboratory And Scientific Equipment,Vacuum Or Rotary Evaporators
3680,Apparel And Luggage And Personal Care Products,Personal Care Products,Deodorants
3681,Electrical Systems And Lighting And Components And Accessories And Supplies,Electrical Equipment And Components And Supplies,Air Circuit Breakers
3682,Land And Buildings And Structures And Thoroughfares,Portable Buildings And Structures,Shipping Container House
3683,Electrical Systems And Lighting And Components And Accessories And Supplies,Electrical Equipment And Components And Supplies,Connector Mounting Hardware
3684,Engineering And Research And Technology Based Services,Computer Services,Security And Protection Software Maintenance
3685,Industrial Cleaning Services,Refuse Disposal And Treatment,Liquid Waste Collection Or Processing Or Disposal
3686,Material Handling And Conditioning And Storage Machinery And Their Accessories And Supplies,Material Handling Machinery And Equipment,Cargo Handling Equipment
3687,Mining And Well Drilling Machinery And Accessories,Oil And Gas Drilling And Exploration Equipment,Sliding Sleeves
3688,Medical Equipment And Accessories And Supplies,Dental Equipment And Supplies,Endodontic Sprays
3689,Mineral And Textile And Inedible Plant And Animal Materials,Fabrics And Leather Materials,Graphite Fabric Or Cloth
3690,Distribution And Conditioning Systems And Equipment And Components,Industrial Filtering And Purification,Filter Repair Kits
3691,Domestic Appliances And Supplies And Consumer Electronic Products,Domestic Kitchenware And Kitchen Supplies,Domestic Baking Pans
3692,Chemicals Including Bio Chemicals And Gas Materials,Additives,Acid Corrosion Inhibitors
3693,Mining And Oil And Gas Services,Well Drilling And Construction Services,Well Management / Construction Services
3694,Tools And General Machinery,Hand Tools,Rivet Tools
3695,Food Beverage And Tobacco Products,Canned Or Jarred Vegetables,Canned Or Jarred Black Beans
3696,Tools And General Machinery,Pneumatic Machinery And Equipment,Accumulator Bladders Or Bags
3697,Distribution And Conditioning Systems And Equipment And Components,Tubes Tubing And Tube Fittings,Welded Steel End Formed Tube
3698,Laboratory And Measuring And Observing And Testing Equipment,Laboratory And Scientific Equipment,Specimen Holders
3699,Manufacturing Components And Supplies,Seals,Rubber Molded Seal
3700,Electrical Systems And Lighting And Components And Accessories And Supplies,Electrical Equipment And Components And Supplies,Lockout Hasp And Padlock
3701,Food Beverage And Tobacco Products,Canned Or Jarred Vegetables,Canned Or Jarred Pimiento Peppers
3702,Material Handling And Conditioning And Storage Machinery And Their Accessories And Supplies,Industrial Refrigeration,Counter Cabinet Freezer
3703,Electrical Systems And Lighting And Components And Accessories And Supplies,Electrical Equipment And Components And Supplies,Time Switch
3704,Laboratory And Measuring And Observing And Testing Equipment,Measuring And Observing And Testing Instruments,Liquid Sensor
3705,Live Plant And Animal Material And Accessories And Supplies,Fresh Cut Rose,Fresh Cut Salsa Spray Rose
3706,Laboratory And Measuring And Observing And Testing Equipment,Laboratory And Scientific Equipment,Gas Burners
3707,Information Technology Broadcasting And Telecommunications,Software,Information Retrieval Or Search Software
3708,Laboratory And Measuring And Observing And Testing Equipment,Measuring And Observing And Testing Instruments,Current Sensors
3709,Distribution And Conditioning Systems And Equipment And Components,Fluid And Gas Distribution,Compressed Gas Valve
3710,Chemicals Including Bio Chemicals And Gas Materials,Elements And Gases,Lithium Li
3711,Transportation And Storage And Mail Services,Mail And Cargo Transport,Letter Or Small Parcel Worldwide Delivery Services
3712,Electrical Systems And Lighting And Components And Accessories And Supplies,Lighting Fixtures And Accessories,Stage Or Projection Or Studio Lighting System
3713,Food Beverage And Tobacco Products,Fresh Fruits,Lacatan Bananas
3714,Defense And Law Enforcement And Security And Safety Equipment And Supplies,Security Surveillance And Detection,Lock Cylinder Accessory
3715,Furniture And Furnishings,Commercial And Industrial Furniture,Benches
3716,Manufacturing Components And Supplies,Castings And Casting Assemblies,Aluminum High Pressure Die Casting
3717,Medical Equipment And Accessories And Supplies,Medical Training And Education Supplies,Anatomical Human Mannequins For Medical Education Or Training
3718,Laboratory And Measuring And Observing And Testing Equipment,Measuring And Observing And Testing Instruments,Gauge Block
3719,Tools And General Machinery,Hand Tools,Mallets
3720,Food Beverage And Tobacco Products,Dairy Products And Eggs,Egg Imitation
3721,Power Generation And Distribution Machinery And Accessories,Power Sources,Intake Manifolds
3722,Farming And Fishing And Forestry And Wildlife Machinery And Accessories,Agricultural And Forestry And Landscape Machinery And Equipment,Mower Parts Or Accessories
3723,Distribution And Conditioning Systems And Equipment And Components,Heating And Ventilation And Air Circulation,Process Air Heaters
3724,Medical Equipment And Accessories And Supplies,Independent Living Aids For The Physically Challenged,Long Handled Dustpans Or Brushes For The Physically Challenged
3725,Mineral And Textile And Inedible Plant And Animal Materials,Fabrics And Leather Materials,Lace
3726,Food Beverage And Tobacco Products,Frozen Fruit,Frozen Braeburn Apples
3727,Distribution And Conditioning Systems And Equipment And Components,Industrial Filtering And Purification,Filter Cloth
3728,Chemicals Including Bio Chemicals And Gas Materials,Additives,Asphalt Waterproof Coating
3729,Mining And Well Drilling Machinery And Accessories,Mining And Quarrying Machinery And Equipment,Core Drills
3730,Medical Equipment And Accessories And Supplies,Wound Care Products,Medical Non Adherent Straps
3731,Medical Equipment And Accessories And Supplies,Medical Apparel And Textiles,Medical Staff Eye Shield Or Visor
3732,Domestic Appliances And Supplies And Consumer Electronic Products,Consumer Electronics,Satellite Receivers
3733,Tools And General Machinery,Hand Tools,Retaining Ring Pliers
3734,Manufacturing Components And Supplies,Bearings And Bushings And Wheels And Gears,Flanged Bearings
3735,Industrial Manufacturing And Processing Machinery And Accessories,Metal Cutting Machinery And Accessories,Tracer Or Duplicating Or Contouring Lathe
3736,Distribution And Conditioning Systems And Equipment And Components,Industrial Pumps And Compressors,Submersible Pump Spare Parts
3737,Healthcare Services,Medical Practice,Cardiology Services
3738,Politics And Civic Affairs Services,Public Administration And Finance Services,Public Enterprises Management Or Financial Services
3739,Financial And Insurance Services,Development Finance,Financial Assistance
3740,Building And Facility Construction And Maintenance Services,Specialized Trade Construction And Maintenance Services,Foundation And Footing Construction Service
3741,National Defense And Public Order And Security And Safety Services,Public Order And Safety,Search And Rescue Teams
3742,Manufacturing Components And Supplies,Fabricated Tube Assemblies,Stainless Steel Bolted Tube Assemblies
3743,Distribution And Conditioning Systems And Equipment And Components,Fluid And Gas Distribution,Steel Ducts Or Ductwork
3744,Furniture And Furnishings,Commercial And Industrial Furniture,Industrial Tool Carts
3745,Structures And Building And Construction And Manufacturing Components And Supplies,Plumbing Fixtures,Bathtub Or Shower Enclosures
3746,Paper Materials And Products,Industrial Use Papers,Photography Paper
3747,Commercial And Military And Private Vehicles And Their Accessories And Components,Marine Transport,Ammunition Ships
3748,Domestic Appliances And Supplies And Consumer Electronic Products,Domestic Appliances,Domestic Electric Razors
3749,Medical Equipment And Accessories And Supplies,Dental Equipment And Supplies,Dental X Ray Apparatus Parts Or Kits Or Accessories
3750,Tools And General Machinery,Hand Tools,Pipe Vises
3751,Information Technology Broadcasting And Telecommunications,Data Voice Or Multimedia Network Equipment Or Platforms And Accessories,Fiber Optic Scope Eyepiece
3752,Manufacturing Components And Supplies,Adhesives And Sealants,Pastes
3753,Domestic Appliances And Supplies And Consumer Electronic Products,Domestic Kitchenware And Kitchen Supplies,Domestic Muffin Pans
3754,Medical Equipment And Accessories And Supplies,Orthopedic And Prosthetic And Sports Medicine Products,Leg Orthopedic Softgoods Or Accessories
3755,Mining And Well Drilling Machinery And Accessories,Well Drilling And Operation Equipment,Pneumatic Vibrators
3756,Structures And Building And Construction And Manufacturing Components And Supplies,Structural Components And Basic Shapes,Iron Angles
3757,Cleaning Equipment And Supplies,Janitorial Equipment,Wet Or Dry Combination Vacuum Cleaners
3758,Electrical Systems And Lighting And Components And Accessories And Supplies,Lamps And Lightbulbs And Lamp Components,High Intensity Discharge Hid Ballast
3759,Cleaning Equipment And Supplies,Water And Wastewater Treatment Supply And Disposal,Water Softening Compounds
3760,Power Generation And Distribution Machinery And Accessories,Power Sources,Fuel Injection Nozzle
3761,Medical Equipment And Accessories And Supplies,Patient Exam And Monitoring Products,Stethoscope Headsets
3762,Food Beverage And Tobacco Products,Bread And Bakery Products,Rice Cake
3763,Food Beverage And Tobacco Products,Frozen Vegetables,Frozen Russet Potatoes
3764,Medical Equipment And Accessories And Supplies,Patient Care And Treatment Products And Supplies,Butterfly Needles
3765,Material Handling And Conditioning And Storage Machinery And Their Accessories And Supplies,Containers And Storage,Box
3766,Defense And Law Enforcement And Security And Safety Equipment And Supplies,Law Enforcement,Riot Shields
3767,Musical Instruments And Games And Toys And Arts And Crafts And Educational Equipment And Materials And Accessories And Supplies,Arts And Crafts Equipment And Accessories And Supplies,Mounting Board
3768,Material Handling And Conditioning And Storage Machinery And Their Accessories And Supplies,Material Handling Machinery And Equipment,Hoist Drums
3769,Electronic Components And Supplies,Automation Control Devices And Components And Accessories,Safety Isolation System
3770,Furniture And Furnishings,Commercial And Industrial Furniture,Industrial Lighting Or Power Or Data Components
3771,Laboratory And Measuring And Observing And Testing Equipment,Measuring And Observing And Testing Instruments,Urinalysis Analyzer Accessories Or Supplies
3772,Timepieces And Jewelry And Gemstone Products,Timepieces,Watch Or Clock Dials
3773,Tools And General Machinery,Hand Tools,Bevels
3774,Medical Equipment And Accessories And Supplies,Orthopedic And Prosthetic And Sports Medicine Products,Prosthetic Clamping Devices Or Accessories
3775,Office Equipment And Accessories And Supplies,Office Supplies,Wall Or Board Clips
3776,Material Handling And Conditioning And Storage Machinery And Their Accessories And Supplies,Containers And Storage,Canvas Bags
3777,Furniture And Furnishings,Classroom And Instructional And Institutional Furniture And Fixtures,Book Carts Or Book Trucks
3778,Office Equipment And Accessories And Supplies,Office Supplies,Accordion File Folder
3779,Mining And Well Drilling Machinery And Accessories,Oil And Gas Drilling And Exploration Equipment,Rotary Steerable Tools
3780,Distribution And Conditioning Systems And Equipment And Components,Tubes Tubing And Tube Fittings,Heat Shrink Tubing
3781,Medical Equipment And Accessories And Supplies,Medical Diagnostic Imaging And Nuclear Medicine Products,Medical Radiological Shielding Aprons Or Masks Or Drapes
3782,Service Industry Machinery And Equipment And Supplies,Institutional Food Services Equipment,Commercial Use Direct Heat Boiling Pan
3783,Tools And General Machinery,Hand Tools,Claw Hammer
3784,Cleaning Equipment And Supplies,Cleaning And Janitorial Supplies,Sanitary Waste Receptacles
3785,Chemicals Including Bio Chemicals And Gas Materials,Additives,Aromatic Ester Plasticizer
3786,Laboratory And Measuring And Observing And Testing Equipment,Measuring And Observing And Testing Instruments,Temperature Gauge
3787,Information Technology Broadcasting And Telecommunications,Communications Devices And Accessories,Phone Line Protectors
3788,Material Handling And Conditioning And Storage Machinery And Their Accessories And Supplies,Packing Supplies,Reel
3789,Manufacturing Components And Supplies,Hardware,Anchor Screws
3790,Food Beverage And Tobacco Products,Fresh Vegetables,Maple Sweet Corn
3791,Management And Business Professionals And Administrative Services,Human Resources Services,Labor Training Or Development
3792,Office Equipment And Accessories And Supplies,Office And Desk Accessories,Battery Driven Whiteboard Eraser
3793,Medical Equipment And Accessories And Supplies,Patient Exam And Monitoring Products,Corneal Topographers
3794,Service Industry Machinery And Equipment And Supplies,Institutional Food Services Equipment,Food Service Serving Baskets
3795,Tools And General Machinery,Hand Tools,Scrapers
3796,Drugs And Pharmaceutical Products,Drugs Affecting The Gastrointestinal System,Sodium Phosphate
3797,Information Technology Broadcasting And Telecommunications,Software,Graphics Or Photo Imaging Software
3798,Medical Equipment And Accessories And Supplies,Dental Equipment And Supplies,Dental X Ray Viewers Or Accessories
3799,Food Beverage And Tobacco Products,Fresh Fruits,French Butter Pears
3800,Timepieces And Jewelry And Gemstone Products,Jewelry,Fine Jewelry Bracelets
3801,Material Handling And Conditioning And Storage Machinery And Their Accessories And Supplies,Containers And Storage,Zipper Bag
3802,Manufacturing Components And Supplies,Fabricated Tube Assemblies,Aluminum Welded Or Brazed Tube Assemblies
3803,Material Handling And Conditioning And Storage Machinery And Their Accessories And Supplies,Industrial Refrigeration,Walk In Freezers
3804,Distribution And Conditioning Systems And Equipment And Components,Fluid And Gas Distribution,Air Hoses
3805,Distribution And Conditioning Systems And Equipment And Components,Pipe Piping And Pipe Fittings,Pvc Plastic Pipe Connector
3806,Electrical Systems And Lighting And Components And Accessories And Supplies,Electrical Equipment And Components And Supplies,Masonry Box
3807,Material Handling And Conditioning And Storage Machinery And Their Accessories And Supplies,Packing Supplies,Cable Protectors
3808,Laboratory And Measuring And Observing And Testing Equipment,Laboratory Supplies And Fixtures,Test And Culture Tube Dispenser
3809,Power Generation And Distribution Machinery And Accessories,Batteries And Generators And Kinetic Power Transmission,Gas Turbine Generator
3810,Medical Equipment And Accessories And Supplies,Emergency And Field Medical Services Products,Emergency Medical Services Response Cases Or Bags
3811,Distribution And Conditioning Systems And Equipment And Components,Industrial Pumps And Compressors,Diaphragm Compressors
3812,Distribution And Conditioning Systems And Equipment And Components,Fluid And Gas Distribution,Y Strainer
3813,Healthcare Services,Medical Surgical Equipment Maintenance Refurbishment And Repair Services,Medical Or Surgical Equipment Service Agreement
3814,Medical Equipment And Accessories And Supplies,Medical Apparel And Textiles,Medical Staff Jackets Or Coats
3815,Medical Equipment And Accessories And Supplies,Orthopedic And Prosthetic And Sports Medicine Products,Orthopedic Casting Rolls Or Tapes
3816,Structures And Building And Construction And Manufacturing Components And Supplies,Structural Components And Basic Shapes,Steel Plate
3817,Domestic Appliances And Supplies And Consumer Electronic Products,Domestic Kitchenware And Kitchen Supplies,Domestic Kettles
3818,Medical Equipment And Accessories And Supplies,Orthopedic And Prosthetic And Sports Medicine Products,Cast Spreader
3819,Medical Equipment And Accessories And Supplies,Medical Facility Products,Patient Care Beds Or Accessories For General Use
3820,Medical Equipment And Accessories And Supplies,Patient Care And Treatment Products And Supplies,Iontophoresis Electrode
3821,Material Handling And Conditioning And Storage Machinery And Their Accessories And Supplies,Containers And Storage,Non Metallic Pails
3822,Commercial And Military And Private Vehicles And Their Accessories And Components,Transportation Components And Systems,Bicycle Tires
3823,Domestic Appliances And Supplies And Consumer Electronic Products,Domestic Kitchenware And Kitchen Supplies,Domestic Disposable Stirrers
3824,Medical Equipment And Accessories And Supplies,Emergency And Field Medical Services Products,Emergency Medical Services Long Distance Response Ldr Trauma Packs
3825,Politics And Civic Affairs Services,Political Systems And Institutions,Cabinet Officers Services
3826,Musical Instruments And Games And Toys And Arts And Crafts And Educational Equipment And Materials And Accessories And Supplies,Arts And Crafts Equipment And Accessories And Supplies,Paint Pots For Paint Storage Or Mixing
3827,Electrical Systems And Lighting And Components And Accessories And Supplies,Electrical Equipment And Components And Supplies,Cable Clips
3828,Material Handling And Conditioning And Storage Machinery And Their Accessories And Supplies,Material Handling Machinery And Equipment,Packaging Compactors
3829,Food Beverage And Tobacco Products,Organic Fresh Vegetables,Organic Super Beefsteak Tomatoes
3830,Tools And General Machinery,Pneumatic Machinery And Equipment,Air Manifolds
3831,Electronic Components And Supplies,Automation Control Devices And Components And Accessories,Supervisory Control And Data Acquisition Packaged System Scada
3832,Laboratory And Measuring And Observing And Testing Equipment,Measuring And Observing And Testing Instruments,Electrical Admittance Sensors
3833,Engineering And Research And Technology Based Services,Information Technology Service Delivery,Pager Support Service
3834,Medical Equipment And Accessories And Supplies,Intravenous And Arterial Administration Products,Intravenous Pump Parts Or Accessories
3835,Manufacturing Components And Supplies,Paints And Primers And Finishes,Paint Tray Liners
3836,Public Utilities And Public Sector Related Services,Utilities,Water Resource Management
3837,Medical Equipment And Accessories And Supplies,Physical And Occupational Therapy And Rehabilitation Products,Therapeutic Balls Or Accessories
3838,Farming And Fishing And Forestry And Wildlife Contracting Services,Fisheries And Aquaculture,Fishery Information Or Documentation Services
3839,Manufacturing Components And Supplies,Seals,Mechanical Seal Kit
3840,Tools And General Machinery,Pneumatic Machinery And Equipment,Pneumatic Cylinders
3841,Musical Instruments And Games And Toys And Arts And Crafts And Educational Equipment And Materials And Accessories And Supplies,Developmental And Professional Teaching Aids And Materials And Accessories And Supplies,Kitchen Utensils Instructional Aids
3842,Engineering And Research And Technology Based Services,Professional Engineering Services,High Voltage Overhead Line Construction
3843,Distribution And Conditioning Systems And Equipment And Components,Heating And Ventilation And Air Circulation,Ceiling Fan Kit
3844,Medical Equipment And Accessories And Supplies,Medical Sterilization Products,Radiation Sterilizers
3845,Industrial Manufacturing And Processing Machinery And Accessories,Industrial Process Machinery And Equipment And Supplies,Automatic Bag Making Machine
3846,Apparel And Luggage And Personal Care Products,Clothing,Brassieres
3847,Laboratory And Measuring And Observing And Testing Equipment,Measuring And Observing And Testing Instruments,Voice Data Video Cable Tester
3848,Commercial And Military And Private Vehicles And Their Accessories And Components,Marine Transport,Fishing Boats
3849,Structures And Building And Construction And Manufacturing Components And Supplies,Plumbing Fixtures,Toilet Seat
3850,Resin And Rosin And Rubber And Foam And Film And Elastomeric Materials,Resins And Rosins And Other Resin Derived Materials,Indene Resins
3851,Environmental Services,Environmental Management,Environmental Sciences Advisory Services
3852,Furniture And Furnishings,Classroom And Instructional And Institutional Furniture And Fixtures,Laboratory Workstations
3853,Distribution And Conditioning Systems And Equipment And Components,Industrial Filtering And Purification,Air Cleaners
3854,Live Plant And Animal Material And Accessories And Supplies,Seeds And Bulbs And Seedlings And Cuttings,Vanilla Seeds Or Seedlings
3855,Material Handling And Conditioning And Storage Machinery And Their Accessories And Supplies,Industrial Refrigeration,Refrigerated Containers
3856,Laboratory And Measuring And Observing And Testing Equipment,Measuring And Observing And Testing Instruments,Directional Coupler
3857,Distribution And Conditioning Systems And Equipment And Components,Heating And Ventilation And Air Circulation,Steam Condenser
3858,Mining And Well Drilling Machinery And Accessories,Oil And Gas Drilling And Exploration Equipment,Motor End Lifts
3859,Laboratory And Measuring And Observing And Testing Equipment,Measuring And Observing And Testing Instruments,Water Meters
3860,Medical Equipment And Accessories And Supplies,Wound Care Products,Dressing Covers
3861,Domestic Appliances And Supplies And Consumer Electronic Products,Domestic Kitchenware And Kitchen Supplies,Dough Knife
3862,Medical Equipment And Accessories And Supplies,Medical Sterilization Products,Ultraviolet Sterilizer
3863,Structures And Building And Construction And Manufacturing Components And Supplies,Roads And Landscape,Safety Fence And Net For Rock Drop
3864,Manufacturing Components And Supplies,Fabricated Pipe Assemblies,Stainless Steel Bonded Pipe Assemblies
3865,Defense And Law Enforcement And Security And Safety Equipment And Supplies,Personal Safety And Protection,Repellents For Canine Attacks
3866,Material Handling And Conditioning And Storage Machinery And Their Accessories And Supplies,Containers And Storage,Expansion Tanks
3867,Medical Equipment And Accessories And Supplies,Dental Equipment And Supplies,Dental Examination Chairs Or Related Parts Or Accessories
3868,Drugs And Pharmaceutical Products,Cardiovascular Drugs,Clonidine Hydrochloride
3869,Laboratory And Measuring And Observing And Testing Equipment,Laboratory And Scientific Equipment,Microcentrifuges
3870,Laboratory And Measuring And Observing And Testing Equipment,Measuring And Observing And Testing Instruments,Hygrometer Calibrator
3871,Commercial And Military And Private Vehicles And Their Accessories And Components,Marine Transport,Buoy
3872,Mining And Well Drilling Machinery And Accessories,Oil And Gas Drilling And Exploration Equipment,Fishing Wash Pipe And Extension
3873,Medical Equipment And Accessories And Supplies,Patient Exam And Monitoring Products,Patient Bed Or Table Scales For General Use
3874,Medical Equipment And Accessories And Supplies,Dental Equipment And Supplies,Dental Squeeze Cloths
3875,Medical Equipment And Accessories And Supplies,Dental Equipment And Supplies,Dental Formers
3876,Musical Instruments And Games And Toys And Arts And Crafts And Educational Equipment And Materials And Accessories And Supplies,Developmental And Professional Teaching Aids And Materials And Accessories And Supplies,Rock Specimens
3877,Material Handling And Conditioning And Storage Machinery And Their Accessories And Supplies,Industrial Refrigeration,Counter Refrigerator
3878,Food Beverage And Tobacco Products,Dried Fruit,Dried Santa Rosa Plums
3879,Electrical Systems And Lighting And Components And Accessories And Supplies,Electrical Equipment And Components And Supplies,Motor Starter Controls
3880,Electrical Systems And Lighting And Components And Accessories And Supplies,Electrical Equipment And Components And Supplies,Combination Device Switch
3881,Distribution And Conditioning Systems And Equipment And Components,Heating And Ventilation And Air Circulation,Space Heaters
3882,Printing And Photographic And Audio And Visual Equipment And Supplies,Photographic Or Filming Or Video Equipment,Camera Kits
3883,Material Handling And Conditioning And Storage Machinery And Their Accessories And Supplies,Containers And Storage,Calibrating Tanks
3884,Distribution And Conditioning Systems And Equipment And Components,Pipe Piping And Pipe Fittings,Commercial Pvc Pipe
3885,Manufacturing Components And Supplies,Hardware,Connecting Or Coupling Pins
3886,Electrical Systems And Lighting And Components And Accessories And Supplies,Electrical Equipment And Components And Supplies,Plug Fuses
3887,Musical Instruments And Games And Toys And Arts And Crafts And Educational Equipment And Materials And Accessories And Supplies,Arts And Crafts Equipment And Accessories And Supplies,Scrapers For Paint Application
3888,Mining And Oil And Gas Services,Well Drilling And Construction Services,Water Or Gas Control Evaluation Services
3889,Medical Equipment And Accessories And Supplies,Medical Facility Products,Medical Equipment Bags
3890,Domestic Appliances And Supplies And Consumer Electronic Products,Bedclothes And Table And Kitchen Linen And Towels,Dish Towels
3891,Medical Equipment And Accessories And Supplies,Patient Care And Treatment Products And Supplies,Thoracentesis Or Paracentesis Needle And Catheter
3892,Musical Instruments And Games And Toys And Arts And Crafts And Educational Equipment And Materials And Accessories And Supplies,Developmental And Professional Teaching Aids And Materials And Accessories And Supplies,Dominoes
3893,Commercial And Military And Private Vehicles And Their Accessories And Components,Transportation Components And Systems,Vehicle Accessories Storage Box
3894,Information Technology Broadcasting And Telecommunications,Communications Devices And Accessories,Phone Headset Voice Tubes
3895,Defense And Law Enforcement And Security And Safety Equipment And Supplies,Personal Safety And Protection,Insulated Or Flotation Suits
3896,Musical Instruments And Games And Toys And Arts And Crafts And Educational Equipment And Materials And Accessories And Supplies,Classroom Decoratives And Supplies,Big Bulletin Board Sets
3897,Medical Equipment And Accessories And Supplies,Patient Exam And Monitoring Products,Electrocardiography Ekg Cable Or Lead Or Unit Testers
3898,Laboratory And Measuring And Observing And Testing Equipment,Measuring And Observing And Testing Instruments,Laboratory Microscope Replacement Bulbs
3899,Laboratory And Measuring And Observing And Testing Equipment,Measuring And Observing And Testing Instruments,Metal Testing Instruments
